FID,IDENTITY_,Litho,xx,Shape_Leng,Shape_Area
44,SASI1390,mt____,mt,135727.393096999992849,383615973.013000011444092
45,SASI1397,mtpu__,mt,50500.242028100001335,50948136.453199997544289
46,SASI1398,pa____,pa,103204.296528000006219,279212606.763000011444092
47,SASI1399,mtpu__,mt,49936.328288899996551,142997222.060000002384186
48,SASI1402,pa____,pa,308199.668050999986008,1013120472.679999947547913
49,SASI1411,mt____,mt,706.888830634999977,8942.600665309999385
50,SASI1412,mtpu__,mt,41529.054748800001107,79052403.889599993824959
51,SASI1414,mt____,mt,510.273342716999991,3901.516201809999984
52,SASI1415,mt____,mt,58783.276701199996751,34477587.105099998414516
53,SASI1416,mtpu__,mt,130750.608223999995971,480550017.438000023365021
54,SASI1417,mtpu__,mt,3758.191975209999782,526019.716877999948338
55,SASI1418,mtpu__,mt,3205.654809149999892,425871.388832999975421
56,SASI1419,mtpu__,mt,3831.624330910000026,536123.123188000055961
57,SASI1424,pa____,pa,95312.503166099995724,216413100.060999989509583
58,SASI1425,mtpu__,mt,39193.703011999998125,91905618.449300006031990
59,SASI1426,suad__,su,31868.673182499998802,41636375.663300000131130
60,SASI1427,ssmx__,ss,43813.166775899997447,45144751.913699999451637
61,SASI1431,mtpu__,mt,209564.984827000007499,992352599.310999989509583
62,SASI1432,pa____,pa,89249.939001000006101,307800954.962999999523163
63,SASI1435,mtpu__,mt,36153.764979899999162,72856116.224800005555153
64,SASI1437,mtpu__,mt,36334.488163800000621,66065912.063799999654293
65,SASI1438,mtpu__,mt,39466.840375500003574,75941801.411899998784065
66,SASI1440,mtpu__,mt,281135.286040999984834,1034405901.970000028610229
67,SASI1443,suad__,su,19744.299435799999628,24890339.560600001364946
68,SASI1445,ssmx__,ss,48795.007499400002416,77338173.210099995136261
69,SASI1447,pa____,pa,181429.765123999997741,704330009.185999989509583
70,SASI1448,suad__,su,9400.179328059999534,5032619.327300000004470
71,SASI1449,ssmx__,ss,759768.379091999959201,2096865275.130000114440918
72,SASI1450,mtpu__,mt,31415.261609599998337,28352163.811700001358986
73,SASI1452,mtpu__,mt,15252.873775000000023,13848721.960200000554323
74,SASI1454,mtpu__,mt,54034.057474599998386,156717350.525000005960464
75,SASI1457,mtpu__,mt,146799.865939999988768,334364943.068000018596649
76,SASI1462,mt____,mt,123151.450698999993620,380793661.643999993801117
77,SASI1468,suad__,su,1573228.217100000008941,10423599233.700000762939453
78,SASI1469,mt____,mt,121057.437288999994053,199006080.845999985933304
79,SASI1475,mt____,mt,54751.417804500000784,104530206.292999997735023
80,SASI1477,mt____,mt,474735.718927000008989,3382884191.079999923706055
81,SASI1494,ssmx__,ss,45181.447506199998315,34159954.476899996399879
82,SASI1496,mtpu__,mt,79631.615889900000184,174564926.453999996185303
83,SASI1499,suad__,su,97378.865748099997290,325852383.227999985218048
84,SASI1501,mt____,mt,285133.288424999976996,980861893.534999966621399
85,SASI1510,pa____,pa,122287.155897999997251,509648700.879000008106232
86,SASI1517,suad__,su,10315.236521700000594,4806429.155960000120103
87,SASI1519,pa____,pa,50920.896462199998496,127597679.452999994158745
88,SASI1525,pa____,pa,3871.006050359999790,729555.565469000022858
89,SASI1526,pa____,pa,18156.796607399999630,14120384.923299999907613
90,SASI1527,mtpu__,mt,50551.042534499996691,99109701.409600004553795
91,SASI1529,suad__,su,70032.381296999999904,26503500.833799999207258
92,SASI1540,pa____,pa,61266.139642499998445,121781958.324000000953674
93,SASI1544,suad__,su,116180.797189999997499,523533787.620000004768372
94,SASI1547,mt____,mt,72071.370981800006120,155791342.786000013351440
95,SASI1554,pa____,pa,205514.514159999991534,923646362.746999979019165
96,SASI1564,mt____,mt,125898.419435000003432,398406733.101000010967255
97,SASI1573,mt____,mt,114324.201018000007025,138842363.071000009775162
98,SASI1574,mt____,mt,168225.795150999998441,742758804.161000013351440
99,SASI1579,ssmx__,ss,692748.261394000030123,2793647365.719999790191650
100,SASI1587,suad__,su,5379.256700769999952,1481592.566640000091866
101,SASI1601,mt____,mt,70381.124157500002184,201826819.530999988317490
102,SASI1613,suad__,su,33864.003350099999807,24619286.309599999338388
103,SASI1621,mt____,mt,302995.029060999979265,804603369.411999940872192
104,SASI1630,mt____,mt,277936.364048000017647,812475173.878000020980835
105,SASI1664,mt____,mt,79086.135655699996278,313479863.952000021934509
106,SASI1709,mt____,mt,69524.429094899998745,171830749.986000001430511
107,SASI1721,ssmx__,ss,146107.389580999995815,658029790.491999983787537
108,BGD4,suss__,su,693963.585547000053339,4133167700.269999980926514
109,BGD52,wb____,wb,53905.824169500003336,12147963.915500000119209
110,BGD67,wb____,wb,25893.094187700000475,6479267.798419999890029
111,BGD77,wb____,wb,2735.255156839999927,320230.286363999999594
112,BGD92,wb____,wb,3534.053459329999896,597226.469729000004008
113,BGD112,wb____,wb,6699.158961189999900,1281199.475600000005215
114,IND2505,vbpywe,vb,13207041.194299999624491,424323027095.000000000000000
115,IND260,smmxmt,sm,2080904.824239999987185,4875210923.210000038146973
116,IND261,mt____,mt,36732.788609900002484,41021960.732000000774860
117,IND262,mt____,mt,12193.553310799999963,10218354.913399999961257
118,IND263,pa__mt,pa,15547.951268999999229,11719005.427100000903010
119,IND264,mt____,mt,14229.549272500000370,11961509.303999999538064
120,IND265,mt____,mt,118548.610906999994768,229188259.064000010490417
121,IND266,mt____,mt,56067.022239799996896,66859098.284699998795986
122,IND267,mt____,mt,11535.206048699999883,6377626.468550000339746
123,IND268,mt____,mt,8716.798227999999654,5294798.260850000195205
124,IND269,mt____,mt,10172.106127600000036,5383875.051470000296831
125,IND270,mt____,mt,28867.407174100000702,30465510.129900000989437
126,IND271,mt____,mt,13048.332051999999749,9578795.054209999740124
127,IND272,mt____,mt,11940.534666499999730,8578320.125180000439286
128,IND273,smsh__,sm,16380.148175899999842,13596587.930700000375509
129,IND274,smsh__,sm,12561.690732499999285,7284156.047279999591410
130,IND275,ssmxmt,ss,5729.372682680000253,2340946.216430000029504
131,IND276,ssmxmt,ss,9754.249408710000353,5514462.234149999916553
132,IND277,ssmxcl,ss,10981.973868999999468,7012648.778479999862611
133,IND278,pa__mt,pa,14792.738890700000411,9366238.247120000422001
134,IND279,ssmxgl,ss,35726.385245099998428,50330155.697899997234344
135,IND280,ssmxgl,ss,51412.183442900000955,79897253.998199999332428
136,IND281,mt____,mt,173793.951235999993514,290488687.120000004768372
137,IND282,mt____,mt,22278.320060699999885,15149256.272800000384450
138,IND283,sumx__,su,55603.504168500003289,130594065.274000003933907
139,IND289,mt____,mt,100309.939729999998235,151745407.155999988317490
140,IND290,mt____,mt,42191.314133400002902,79370132.221699997782707
141,IND291,ssmxcl,ss,8774.962197819999346,4814559.849729999899864
142,IND292,ssmxgl,ss,20064.573110900000756,20197006.927900001406670
143,IND293,ssmxcl,ss,15826.378800700000284,15010885.633400000631809
144,IND294,ssmxgl,ss,16008.600893799999540,13297426.374600000679493
145,IND295,mt____,mt,19230.153174300001410,17018965.902100000530481
146,IND296,ssmx__,ss,39404.955797100003110,35626529.692699998617172
147,IND297,mt____,mt,6525.356637310000224,2739694.571359999943525
148,IND298,mt____,mt,4596.376447740000003,1495703.174420000053942
149,IND299,mt____,mt,7661.633866440000020,3715689.772849999833852
150,IND300,ssmxgl,ss,5665.202757779999956,2340136.876819999888539
151,IND301,ssmxgl,ss,5911.731223069999942,2483487.979559999890625
152,IND302,ssmxgl,ss,8918.810520630000610,5518976.609280000440776
153,IND303,ssmxcl,ss,13790.911275500000556,10580622.686899999156594
154,IND304,ssmx__,ss,27659.221630000000005,36764456.079099997878075
155,IND305,ssmxcl,ss,99354.597806200006744,276807837.764999985694885
156,IND306,ssmxcl,ss,34671.167389000002004,71169984.580500006675720
157,IND307,ssmxgl,ss,222175.653863999992609,569197114.930999994277954
158,IND308,mt____,mt,4542.941879169999993,1437026.741990000009537
159,IND309,mt____,mt,6996.816401099999894,3290068.692569999955595
160,IND310,mt____,mt,7123.331890440000279,3026095.594330000225455
161,IND311,mt____,mt,7773.993209620000016,4167713.363950000144541
162,IND312,mt____,mt,28121.976036399999430,24036250.145899999886751
163,IND313,ssmxgl,ss,14411.619887799999560,9331228.235880000516772
164,IND314,mtgr__,mt,10705.929100699999253,7287628.172179999761283
165,IND315,mt____,mt,10174.141198499999518,7239761.033689999952912
166,IND316,mt____,mt,13023.140303599999243,9548220.095659999176860
167,IND317,sumx__,su,96566.285560300006182,231431438.905000001192093
168,IND318,ssmxgl,ss,14777.471063499999218,14209702.828400000929832
169,IND319,mt____,mt,14058.499389299999166,10913072.316500000655651
170,IND320,mt____,mt,5579.540452780000123,2121464.465489999856800
171,IND321,mt____,mt,11538.516084799999589,7597778.480320000089705
172,IND322,mt____,mt,13971.657705999999962,9970481.944040000438690
173,IND323,mt____,mt,73423.161412000001292,156176149.261000007390976
174,IND324,pa____,pa,52488.906753900002514,60794461.486299999058247
175,IND325,pa____,pa,21357.187660799998412,24350948.716499999165535
176,IND326,pa____,pa,15796.484324200000628,14914072.877000000327826
177,IND327,pa____,pa,24110.147399500001484,17618905.885999999940395
178,IND328,pa____,pa,46705.541497500002151,61931274.919200003147125
179,IND329,pa____,pa,23851.996133000000555,30365159.925900001078844
180,IND330,pa____,pa,16119.468214900000021,15019257.838099999353290
181,IND331,pa____,pa,14304.774036999999225,8609865.950149999931455
182,IND332,pa____,pa,13036.528018499999234,8078718.584710000082850
183,IND333,pa____,pa,20255.071268200001214,19443323.525699999183416
184,IND334,pa____,pa,15238.490775800000847,16551597.338500000536442
185,IND335,pa____,pa,51122.713915599997563,61056816.968000002205372
186,IND336,pa____,pa,38503.469955300002766,60647829.626699998974800
187,IND337,pa____,pa,35064.162732800003141,56047695.101400002837181
188,IND338,pa____,pa,80543.645288400002755,126311545.944000005722046
189,IND339,pa____,pa,61308.693591099996411,94595158.469600006937981
190,IND340,pa____,pa,22066.713466199998948,20930063.522900000214577
191,IND341,pa____,pa,58158.553203700001177,76973272.100199997425079
192,IND342,pa__mt,pa,1033614.166079999995418,2335968000.380000114440918
193,IND378,mt____,mt,163157.301185999996960,879420112.555999994277954
194,IND379,pa__mt,pa,95766.022645399993053,110827418.648000001907349
195,IND380,pa__mt,pa,87418.387731900002109,109218446.423999994993210
196,IND381,pa__mt,pa,60059.166459799998847,65286843.918600000441074
197,IND382,pa__mt,pa,65167.572572899996885,68785784.364500001072884
198,IND383,pa__mt,pa,53674.836811499997566,46496998.748300001025200
199,IND384,mt____,mt,15383.839946899999632,15893194.065899999812245
200,IND385,sula__,su,10979.109260499999436,5972499.780539999715984
201,IND386,sula__,su,14882.967692000000170,8886494.931290000677109
202,IND387,vb____,vb,32193.730142399999750,25738312.708500001579523
203,IND388,ssmxcl,ss,56948.488109099998837,74736841.040399998426437
204,IND389,ssss__,ss,69413.523806500001228,79967442.843099996447563
205,IND390,ssmxcl,ss,38635.813598399996408,46867317.186700001358986
206,IND391,ssss__,ss,46052.687083500000881,52372934.587099999189377
207,IND392,sula__,su,19978.342638800000714,14202011.992499999701977
208,IND401,vb____,vb,840899.831292000017129,3512282499.519999980926514
209,IND402,ssmxwe,ss,212642.707659999985481,483144229.463999986648560
210,IND438,mt____,mt,187644.513193999999203,186163064.719999998807907
211,IND441,scpumt,sc,9222.092648690000715,4641583.781670000404119
212,IND444,ssmxmt,ss,9469.961159329999646,5507785.018480000086129
213,IND449,mt____,mt,9283811.599249999970198,69129265061.000000000000000
214,IND466,ssshcl,ss,441944.656847000005655,982002765.419000029563904
215,IND471,sula__,su,13707.872570899999118,9984858.183129999786615
216,IND472,sula__,su,26523.049821500000689,20270999.912799999117851
217,IND473,mt____,mt,16760.945774499999970,14185347.608400000259280
218,IND474,sula__,su,31891.484569000000192,64401660.603600002825260
219,IND475,mt____,mt,32607.902977800000372,30820712.578099999576807
220,IND486,sula__,su,15228.334226900000431,9715000.971000000834465
221,IND487,sula__,su,13287.932362199999261,9047856.024870000779629
222,IND489,sumx__,su,26646.649676799999725,35057133.475900001823902
223,IND491,mt____,mt,20154.950305099999241,22347828.307799998670816
224,IND492,mt____,mt,19680.535645799998747,17386035.429000001400709
225,IND493,mt____,mt,10565.321018599999661,5699063.911009999923408
226,IND494,sula__,su,106511.100806999995257,214279418.587000012397766
227,IND495,mt____,mt,19157.379859900000156,16053479.355499999597669
228,IND496,sumx__,su,7590.227672570000323,4234092.284860000014305
229,IND497,sumx__,su,8569.572070129999702,4572350.623549999669194
230,IND498,sumx__,su,82630.795500899999752,124514748.290999993681908
231,IND499,sula__,su,103856.176252999997814,243881468.754000008106232
232,IND500,sula__,su,119565.165752000000793,266522671.995999991893768
233,IND501,vbpywe,vb,10629.302712500000780,7592160.369389999657869
234,IND502,smmxch,sm,38048.078381400002399,42630584.090499997138977
235,IND503,vbpywe,vb,114431.816546999994898,274686893.815999984741211
236,IND504,smmxch,sm,257223.701163999998244,381458624.162000000476837
237,IND505,ssmxcl,ss,45290.425778899996658,89437545.222299993038177
238,IND506,vbpywe,vb,23236.170163899998443,20836834.982900001108646
239,IND507,smmxch,sm,66504.552219999997760,74629286.364199995994568
240,IND511,vbpywe,vb,9670.231683489999341,4884927.526460000313818
241,IND512,vbpywe,vb,4437.004541109999991,1338599.666630000108853
242,IND514,smmxch,sm,99880.580209899999318,166947891.567999988794327
243,IND645,ssmxmt,ss,12388.994154899999558,9471661.839710000902414
244,IND646,ssmxmt,ss,12794.953160299999581,9989975.999530000612140
245,IND647,ssmxmt,ss,13309.460716999999931,10662047.958300000056624
246,IND648,ssmxmt,ss,9800.918281619999107,6301733.532619999721646
247,IND649,ssmxmt,ss,12554.662225199999739,9324500.909940000623465
248,IND650,ssmxmt,ss,10389.259097199999815,6042700.758329999633133
249,IND651,ssmxmt,ss,11764.370973999999478,9441876.490410000085831
250,IND652,pa____,pa,34699.570174499996938,51403631.965300001204014
251,IND653,pa____,pa,11082.715775200000280,8134014.006359999999404
252,IND654,pa____,pa,9270.292471819999264,5575381.712450000457466
253,IND655,pa____,pa,11967.783255099999224,10046850.497199999168515
254,IND656,smshvr,sm,11117.437615900000310,8341931.981890000402927
255,IND657,smshvr,sm,13314.694624300000214,9836987.045390000566840
256,IND658,smshvr,sm,9294.454016499999852,4100817.363779999781400
257,IND659,smshvr,sm,18219.924232400000619,19222406.114700000733137
258,IND660,smshvr,sm,21089.171829499999149,16854944.825800001621246
259,IND661,smshvr,sm,10098.175866300000052,5725476.313289999961853
260,IND662,smshvr,sm,10909.000910900000235,8171918.705450000241399
261,IND663,smshvr,sm,11333.580928499999573,7593551.364079999737442
262,IND664,ssmxmt,ss,77305.384817300000577,172619769.006999999284744
263,IND665,smsh__,sm,172930.808875999995507,194789268.541999995708466
264,IND666,ssmx__,ss,24221.822564300000522,29166848.509199999272823
265,IND667,smsh__,sm,24453.129821899998205,30060100.412300001829863
266,IND668,smsh__,sm,39307.010885199997574,31694559.272300001233816
267,IND669,smsh__,sm,63318.994267000001855,55364863.804700002074242
268,IND670,smsh__,sm,74398.425587599995197,150261452.935000002384186
269,IND671,smsh__,sm,20988.229750099999364,16351757.788000000640750
270,IND672,smsh__,sm,18110.870974800000113,15304808.720799999311566
271,IND673,smsh__,sm,17981.450771499999973,16031219.050000000745058
272,IND674,smsh__,sm,20895.696074100000260,22056165.471099998801947
273,IND675,ssmx__,ss,25390.811055999998644,22744467.704599998891354
274,IND676,smsh__,sm,43522.363231099996483,37318575.611500002443790
275,IND677,smmxmt,sm,22110.583528899998782,22852679.446199998259544
276,IND678,smmxmt,sm,59845.444172800001979,118387730.908000007271767
277,IND679,smmxmt,sm,26909.526929600000585,28626678.195700000971556
278,IND680,smmxmt,sm,19908.544836299999588,16610306.243799999356270
279,IND681,smmxmt,sm,40347.594463800000085,51036406.873499996960163
280,IND682,smmx__,sm,50036.522883199999342,52674936.943499997258186
281,IND683,smmx__,sm,20295.677935399999114,16085967.312999999150634
282,IND684,smmxmt,sm,32014.605330800000957,35368927.673500001430511
283,IND685,pa____,pa,13261.461626099999194,7854018.878859999589622
284,IND686,smmxmt,sm,30360.008634500001790,24623888.786299999803305
285,IND687,smmx__,sm,30453.249973300000420,23221788.745200000703335
286,IND688,pa____,pa,15198.477758400000312,13662274.055400000885129
287,IND689,smmxmt,sm,70762.462635100004263,102025205.974999994039536
288,IND690,smmx__,sm,35059.716116399999009,40389143.976700000464916
289,IND691,smmx__,sm,55889.829023899997992,51418736.745899997651577
290,IND692,smmx__,sm,21761.097906200000580,16623829.254300000146031
291,IND693,smmx__,sm,14633.157173300000068,11843250.040999999269843
292,IND694,smmxmt,sm,114500.510389999995823,215970999.238999992609024
293,IND695,smmx__,sm,144214.184986000007484,186060539.414999991655350
294,IND696,smmx__,sm,105003.614996000003885,191461013.812999993562698
295,IND697,pa____,pa,15152.768930599999294,9096994.944639999419451
296,IND698,smmx__,sm,44519.365165700000944,45673501.492100000381470
297,IND699,smmx__,sm,16301.877688299999136,14431058.106499999761581
298,IND700,smmx__,sm,9885.004837930000576,5372557.352939999662340
299,IND701,smmxmt,sm,479236.937496000027750,1127914196.190000057220459
300,IND702,smmxmt,sm,18739.311008799999399,17208630.102200001478195
301,IND703,mt__pr,mt,88892.442015599997831,116806503.710999995470047
302,IND704,smmx__,sm,94034.848700600006850,195068993.282000005245209
303,IND705,smmx__,sm,297941.160037999972701,400396356.110000014305115
304,IND706,smmx__,sm,23900.066963000001124,26120123.727699998766184
305,IND707,smmx__,sm,24999.232270000000426,23309044.590599998831749
306,IND708,smmx__,sm,27900.744090899999719,25318443.225699998438358
307,IND709,smmx__,sm,51347.375506399999722,50374327.373599998652935
308,IND710,smmx__,sm,14306.318742100000236,9175067.795259999111295
309,IND711,smmx__,sm,24285.282863199998246,17794643.268599998205900
310,IND712,smmx__,sm,17808.820148800001334,11521215.478099999949336
311,IND713,smmxmt,sm,35027.528098100003263,33909447.009099997580051
312,IND714,smmx__,sm,43892.713371099998767,44744098.061200000345707
313,IND715,smmx__,sm,20850.544404699998267,19490879.903999999165535
314,IND716,smmx__,sm,11034.930654800000411,6505095.315039999783039
315,IND717,smmx__,sm,29699.548715900000389,37908318.133299998939037
316,IND720,smmx__,sm,11705.701943199999732,8557721.356329999864101
317,IND721,smmxmt,sm,41391.954739100001461,68904904.934599995613098
318,IND722,smmx__,sm,47055.690024800001993,82648888.545900002121925
319,IND723,smmxmt,sm,20140.009638399998948,16388043.397600000724196
320,IND724,smmx__,sm,42559.743252100000973,56383728.912500001490116
321,IND725,pa____,pa,31770.915658900001290,37161729.320600003004074
322,IND726,smmxmt,sm,74387.252798200002871,96914735.533700004220009
323,IND727,smmx__,sm,47672.807303000001411,113732921.288000002503395
324,IND728,smmxmt,sm,42900.110726500002784,45209137.230700001120567
325,IND729,smmx__,sm,50286.873169799997413,100300163.208000004291534
326,IND730,smmx__,sm,35575.958881099999417,34819356.219700001180172
327,IND731,smmxmt,sm,162941.879940999991959,262090623.918000012636185
328,IND732,smmx__,sm,29742.283049400000891,27347764.385200001299381
329,IND733,smmxmt,sm,28131.010047100000520,41267259.181100003421307
330,IND734,mt__pr,mt,27633.275469799998973,31896518.655900001525879
331,IND735,smmxmt,sm,88612.678229500001180,121514431.123999997973442
332,IND736,smmxmt,sm,29882.147654000000330,28021365.345499999821186
333,IND737,smmxmt,sm,29340.666034400001081,27364866.110500000417233
334,IND738,smmxmt,sm,26420.125584699999308,18779109.580899998545647
335,IND739,smmxmt,sm,142287.995108000002801,203996948.990999996662140
336,IND740,smmxmt,sm,28507.236540000001696,23137724.550200000405312
337,IND741,smmxmt,sm,41827.745914200000698,52995912.271600000560284
338,IND742,smmxmt,sm,21400.895390900001075,17019133.950599998235703
339,IND743,smmxmt,sm,28133.513852600000973,23534748.571699999272823
340,IND745,smmxmt,sm,65587.868445700005395,84881021.570199996232986
341,IND758,smmxmt,sm,220451.561152000009315,471373106.907999992370605
342,IND763,smmx__,sm,33842.643063000003167,39875414.505900003015995
343,IND764,smmx__,sm,20760.656950500000676,16399165.107599999755621
344,IND765,smmx__,sm,14973.027895100000023,11341257.669199999421835
345,IND766,smmx__,sm,38891.395391400001245,31744527.647900000214577
346,IND767,smmx__,sm,36082.969633900000190,25470176.964299999177456
347,IND769,smmx__,sm,16219.933257900000172,13708849.143899999558926
348,IND770,smmx__,sm,18148.797271799998271,16746762.460300000384450
349,IND771,smmx__,sm,48630.893797999997332,45444663.863399997353554
350,IND772,pa__mt,pa,30403.572670800000196,32460367.869300000369549
351,IND773,smmx__,sm,80286.934041100001195,93479782.452600002288818
352,IND774,smmx__,sm,20740.717894599998544,16666663.252599999308586
353,IND775,smmx__,sm,49216.283415600002627,64482466.246899999678135
354,IND776,smmx__,sm,21138.542262200000550,11993719.195299999788404
355,IND777,smmx__,sm,39202.807633800002804,35580673.997599996626377
356,IND778,smmx__,sm,14559.764197200000126,9646119.461680000647902
357,IND780,smmxmt,sm,19049.763961100001325,13117504.156099999323487
358,IND912,ssss__,ss,127063.896341999992728,46113647.276900000870228
359,IND913,ssss__,ss,9475.556301759999769,697039.365023000049405
360,IND916,ssss__,ss,31226.409163399999670,10183611.515100000426173
361,IND917,ssmxwe,ss,41784.556878399998823,27180941.329199999570847
362,IND918,ssmxcl,ss,36283.680621699997573,9889413.881869999691844
363,IND919,ssmxcl,ss,14870.241147500000807,3677357.261109999846667
364,IND920,ssss__,ss,15770.945183300000281,10162412.634500000625849
365,IND921,mt__pr,mt,2062.471811660000185,137049.859705000009853
366,IND947,ssmxwe,ss,22980.978231400000368,16682546.158800000324845
367,IND949,ssss__,ss,106275.404892999998992,141527305.520000010728836
368,IND1034,mt____,mt,69350.479553299999679,62085655.282999999821186
369,IND1042,mt____,mt,2711.766578169999775,218337.518287999992026
370,IND1053,mt____,mt,16235.866028099999312,7060244.394659999758005
371,IND1055,va____,va,7931.469648299999790,3079720.704320000018924
372,IND1057,mt__vr,mt,11895.337835199999972,4569312.778590000234544
373,IND1088,smsh__,sm,12665.360085399999662,3909534.866129999980330
374,IND1090,ssshbs,ss,8247.988108469999133,4148988.539210000075400
375,IND1091,scshbs,sc,36445.399119299996528,19218314.350499998778105
376,IND1092,ssshbs,ss,13409.456384200000684,5330029.128859999589622
377,IND1093,smmxmt,sm,1097.709927979999975,46976.968934399999853
378,IND1544,mt____,mt,2952851.801140000112355,27550499244.299999237060547
379,IND1545,wb____,wb,87544.814982700001565,241039221.766000002622604
380,IND1546,smmx__,sm,74021.764748000001418,66125053.948200002312660
381,IND1547,pi____,pi,59802.430673100003332,111987206.783000007271767
382,IND1548,pa____,pa,112178.385349999996834,218522055.132999986410141
383,IND1549,pa____,pa,25467.168197300001339,28287738.142299998551607
384,IND1550,pa____,pa,21939.161448499999096,19331746.188200000673532
385,IND1551,vb____,vb,20023.743358100000478,21906183.836199998855591
386,IND1552,pa____,pa,33323.398767600003339,66894030.122100003063679
387,IND1803,ssmxgl,ss,39314.052950199999032,68715542.709099993109703
388,IND1804,mt____,mt,48237.942439500002365,98023340.909999996423721
389,IND1805,smmxch,sm,191983.577867999993032,733094020.157999992370605
390,IND1896,mt____,mt,65464.967015100002754,193108338.088999986648560
391,IND1897,vbpywe,vb,16923.159876000001532,17497904.877500001341105
392,IND1898,ssmxgl,ss,53375.515222299996822,111722844.388999998569489
393,IND1899,ssmxcl,ss,197328.375048999994760,984041787.927000045776367
394,IND1900,mt____,mt,61933.732365900003060,165636219.719000011682510
395,IND1901,mt____,mt,46874.356596999998146,85853347.947799995541573
396,IND1206,sssh__,ss,10176.699654500000179,2218686.262329999823123
397,IND1553,vb____,vb,18068.088894000000437,22996934.179600000381470
398,IND1554,pa____,pa,32689.756156300001749,35611573.236900001764297
399,IND1555,vb____,vb,14359.160978800000521,10728629.065799999982119
400,IND1556,vb____,vb,18164.977123000000574,16155259.478099999949336
401,IND1557,pa____,pa,54295.768943600000057,125475881.543999999761581
402,IND1558,vb____,vb,23725.844192299999122,20009532.306200001388788
403,IND1559,pa____,pa,50351.883134099996823,109237235.989999994635582
404,IND1560,pa____,pa,102835.899585000006482,180961640.074000000953674
405,IND1561,vb____,vb,17084.315740900001401,11249980.569700000807643
406,IND1593,pa__mt,pa,17649.175831699998525,8556902.848530000075698
407,IND1594,pa__mt,pa,89040.944291499996325,93271011.400900006294250
408,IND1626,smmxmt,sm,838867.999834000016563,3204649775.760000228881836
409,IND1627,vb____,vb,28950.805162199998449,25706331.636999998241663
410,IND1628,pa____,pa,23740.326810700000351,23424390.945399999618530
411,IND1629,vb____,vb,14490.087215499999729,8946975.108359999954700
412,IND1630,pa____,pa,47392.297886100001051,88630302.564199998974800
413,IND1631,pa____,pa,23906.383669999999256,17385472.115600001066923
414,IND1632,vb____,vb,16831.052341400001751,11107881.522500000894070
415,IND1633,pa____,pa,102958.671249000006355,239901604.502000004053116
416,IND1634,pa____,pa,35017.864952500000072,50851165.195200003683567
417,IND1635,vb____,vb,11749.216471600000659,8803411.925440000370145
418,IND1638,mtpuvr,mt,517073.461193999974057,1478073193.019999980926514
419,IND1640,mtpuvr,mt,535582.253506000037305,3985966666.730000019073486
420,IND1648,scpu__,sc,1184940.252980000106618,4867576559.899999618530273
421,IND1655,smmxmt,sm,15831.930292299999564,15046356.402400000020862
422,IND1656,smmxmt,sm,301652.767983000027016,476180561.800000011920929
423,IND1657,smmxmt,sm,42413.316932200003066,43809020.927400000393391
424,IND1658,smsh__,sm,779499.540582000045106,3101572534.570000171661377
425,IND1659,smsh__,sm,102146.286347999994177,207444979.122999995946884
426,IND1660,smsh__,sm,32709.256272300001001,52708661.609099999070168
427,IND1661,smsh__,sm,16181.423445300000822,13052727.700899999588728
428,IND1662,ssmx__,ss,10421.463463699999920,5099176.890759999863803
429,IND1663,smsh__,sm,26091.422865100001218,22141731.511799998581409
430,IND1664,smsh__,sm,24377.262390700001561,23365228.810800001025200
431,IND1665,ssmx__,ss,29545.828758399999060,31048179.625100001692772
432,IND1666,smsh__,sm,32757.074366199998622,27895557.659499999135733
433,IND1667,smsh__,sm,65093.152766400002292,69787580.092199996113777
434,IND1668,smsh__,sm,20316.562528599999496,9627880.287259999662638
435,IND1669,ssmx__,ss,82248.359188500005985,95511798.155699998140335
436,IND1670,mtpuvr,mt,69206.151076299996930,92622597.728300005197525
437,IND1671,mtpuvr,mt,24534.018012699998508,18367728.276599999517202
438,IND1672,mtamvr,mt,125901.631477999995695,271131327.957000017166138
439,IND1673,mtamvr,mt,94773.036969199994928,170528919.749000012874603
440,IND1674,wb____,wb,25676.594604800000525,39337595.733999997377396
441,IND1675,wb____,wb,20478.168254799998977,22813378.323600001633167
442,IND1676,ssss__,ss,27500.556308300001547,37664897.369000002741814
443,IND1677,smmxmt,sm,87854.154459099998348,131395736.407000005245209
444,IND1678,mtpyvr,mt,124681.669276000000536,244243532.027000010013580
445,IND1679,mtpyvr,mt,33619.016182200000912,39694617.799099996685982
446,IND1680,mtpyvr,mt,30103.574961300000723,17939592.190499998629093
447,IND1681,pa____,pa,579725.462106000049971,1899233184.349999904632568
448,IND1682,wb____,wb,138545.866711000009673,333381335.348999977111816
449,IND1683,ssmxmt,ss,15943.727265800000168,13976406.491299999877810
450,IND1684,smsh__,sm,8830.258141529999193,4242471.662429999560118
451,IND1685,ssmx__,ss,119103.441026999993483,142693890.352999985218048
452,IND1686,ssmx__,ss,16997.236613799999759,10019596.070199999958277
453,IND1687,smmxmt,sm,130454.703458999996656,170955772.099000006914139
454,IND1688,smmxmt,sm,72196.984763200001908,148984002.845999985933304
455,IND1689,mtpyvr,mt,1083877.912060000002384,5859589789.529999732971191
456,IND1690,smsh__,sm,729627.028572999988683,4827106550.010000228881836
457,IND1691,sumx__,su,26372.370069299999159,43558644.871200002729893
458,IND1692,vbpywe,vb,49002.988393899999210,67159222.443000003695488
